question,answer,predicted,correct,latency_ms,response
"A 54-year-old woman presents with acute pain in her left toe. She says she hasn’t been able to wear closed shoes for 2 weeks. Past medical history is significant for gastroesophageal reflux disease, diagnosed 2 years ago. The patient is afebrile and vital signs are within normal limits. Her BMI is 31 kg/m2. On physical examination, the left toe is warm to touch, swollen, and erythematous. A joint fluid aspiration from the left toe is performed and shows needle-shaped negatively birefringent urate crystals. The patient is started on a xanthine oxidase inhibitor. On her follow-up visit 6 weeks later, she has an elevated homocysteine level, a decreased serum folic acid level, and a normal methylmalonic acid level. Which of the following drugs would most likely cause a similar side effect to that seen in this patient?",B,B,True,3227.7,B) Azathioprine
"A 53-year-old female visits her physician with watery diarrhea and episodic flushing. The patient reports that she is often short of breath, and a pulmonary exam reveals bilateral wheezing. A CT scan shows a mass in the terminal ileum. 24-hour urine collection shows abnormally elevated 5-hydroxyindoleacetic acid (HIAA) levels. Ultrasound demonstrates a tricuspid valve with signs of fibrosis with a normal mitral valve. A metastatic disease to which organ is most commonly associated with the patient's syndrome?",C,C,True,2258.3,C) Liver
"A 40-year-old man with alcohol use disorder is brought to the emergency department because of sudden-onset blurry vision, severe upper abdominal pain, and vomiting that started one day after he drank a bottle of paint thinner. Physical examination shows epigastric tenderness without rebound or guarding. Ophthalmologic examination shows a visual acuity of 20/200 bilaterally despite corrective lenses. Arterial blood gas analysis on room air shows:
pH 7.21
Sodium 135 mEq/L
Chloride 103 mEq/L
Bicarbonate 13 mEq/L
An antidote with which of the following mechanisms of action is the most appropriate therapy for this patient's condition?""",D,B,False,4716.5,B) Inhibition of acetaldehyde dehydrogenase
"A 31-year-old woman visits her primary care physician with the complaint that over the past 6 months she has “felt out of breath and dizzy while walking, even after short distances.” She reports no other medical problems and denies taking any medications, vitamins, supplements, recreational drugs, alcohol or tobacco. Her BMI is 24kg/m2. On physical examination, the patient has a loud second heart sound over the left upper sternal border, increased jugular venous pressure, and a palpable right ventricular impulse. Which of the following is the patient most at risk of developing if her condition is allowed to persist for a prolonged period:",B,B,True,2909.7,B) Right ventricular failure
"A 23-year-old woman presents with a 4-week menstrual delay. She also complains of irritability, increased somnolence, and occasional nausea. She had her first menarche at the age of 13, and her menstrual cycle became regular at the age of 15. She has been sexually active since the age of 20 but has had the same sexual partner since then. They stopped using birth control protection approximately 6 months ago. She does not smoke and consumes alcohol occasionally. Her blood pressure is 120/80 mm Hg, heart rate is 71/min, respiratory rate is 14/min, and temperature is 36.6℃ (98.2℉). Physical examination is significant only for slight breast engorgement and nipple pigmentation. Gynecologic examination reveals cervical softening and cyanosis. Which of the following drugs would be recommended for this patient?",B,A,False,3164.5,A) Progesterone
"A 27-year-old woman comes to the physician because of a 2-month history of palpitations, diaphoresis, and a 5-kg (11-lb) weight loss. Her pulse is 101/min and blood pressure is 141/84 mm Hg. Physical examination shows a fine tremor when the fingers are outstretched. After confirmation of the diagnosis, treatment is begun with an antithyroid medication. The physician emphasizes the need for adequate contraception because of the increased risk of severe fetal malformations associated with the use of this medication, which is why its use is discouraged in the first trimester of pregnancy. Which of the following best describes the mechanism of action of this drug?",C,A,False,4239.0,A) Suppression of thyroid-stimulating hormone release
"A 37-year-old man is brought to the emergency department by his wife after having a seizure. He has a 1-week history of headaches, blurry vision in his right eye, and muscle pain in his arms and neck. He has no history of a seizure disorder, and his vision was normal until the onset of his symptoms 1 week ago. He has a history of migraine headaches that occur on a monthly basis and are relieved with ibuprofen. He immigrated from Ecuador 6 years ago and often returns to visit his family. He appears confused. His vital signs are within normal limits. Ophthalmologic examination shows subretinal cysts. An MRI of the brain shows multiple small, ring-enhancing lesions in the parenchyma. A lumbar puncture is done; cerebrospinal fluid analysis shows numerous eosinophils and a protein concentration of 53 mg/dL. Which of the following is the most likely direct cause of infection in this patient?",C,A,False,4105.2,A) Ingestion of undercooked fish
"A 26-year-old male professional soccer player is brought to the emergency department due to an episode of syncope during a game. He has felt increasing shortness of breath during the past 3 months. During the past week, he has been feeling chest pain upon exertion. He also tells the doctor that his brother had a sudden death a couple of years ago. His heart rate is 98/min, respiratory rate is 18/min, temperature is 36.5°C (97.7°F), and blood pressure is 110/72 mm Hg. On physical examination, there is a harsh crescendo-decrescendo systolic murmur immediately after S1; it is best heard on the apex, and it radiates to the axilla. There is also an early diastolic murmur heard in early diastole, which is best heard with the bell of the stethoscope. When the Valsalva maneuver is performed, the murmur becomes louder. An ECG and an echocardiogram are performed, which confirm the diagnosis. What is the most likely cause of this patient’s condition?",C,A,False,3827.1,A) Aortic stenosis
"A 49-year-old man presents to the emergency department with acute onset of pain and redness of the skin of his lower leg for the past 3 days. He has had type 2 diabetes mellitus for the past 12 years, but he is not compliant with his medications. He has smoked 10–15 cigarettes per day for the past 20 years. His temperature is 38°C (100.4°F), pulse is 95/min, and blood pressure is 110/70 mm Hg. On physical examination, the pretibial area is erythematous, edematous, and tender. He is diagnosed with acute cellulitis, and intravenous ceftazidime sodium is started. On the 5th day of antibiotic therapy, the patient complains of severe watery diarrhea, fever, and abdominal tenderness without rigidity. Complete blood count is ordered for the patient and shows 14,000 white blood cells/mm3. Which of the following is the best initial therapy for this patient?",B,A,False,4095.1,A) Intravenous vancomycin
"A 4-year-old boy presents to the emergency department with diarrhea. Several days ago, he experienced a fever which has progressed to vomiting and diarrhea. He has had multiple episodes of non-bloody diarrhea and states that he feels fatigued. He is not up to date on his vaccinations and takes many different herbal supplements from his parents. His temperature is 101°F (38.3°C), blood pressure is 100/55 mmHg, pulse is 111/min, respirations are 19/min, and oxygen saturation is 100% on room air. Physical exam is notable for dry mucous membranes and a fatigued appearing child. Which of the following is the most likely etiology of this patient’s symptoms?",C,C,True,2744.4,C) Rotavirus
"A 45-year-old woman presents to the emergency department after sustaining a gunshot wound to her shoulder. During the course of the physical exam, the physician notes her spleen is palpable 10 cm below the left costal margin. Additionally, radiography of her shoulder showed several 'punched-out' areas of lytic bone. While this was considered an incidental finding at the time, she was referred to her primary care physician for further workup. Subsequent biopsy of the spleen demonstrated that this patient’s splenomegaly was caused by an infiltrative process. Which of the following processes would most likely result in splenomegaly in this patient?",A,D,False,2978.9,D) Myelofibrosis
"A 24-year-old woman presents with generalized edema, hematuria, and severe right-sided flank pain. Her vital signs are normal. A 24-hour urine collection shows >10 grams of protein in her urine. Serum LDH is markedly elevated. Contrast-enhanced spiral CT scan shows thrombosis of the right renal vein. Which of the following is the most likely mechanism behind this thrombosis?",A,C,False,3079.9,C) Oral contraceptive pills
A 49-year-old man being treated for Helicobacter pylori infection presents to his primary care physician complaining of lower back pain. His physician determines that a non-steroidal anti-inflammatory drug (NSAID) would be the most appropriate initial treatment. Which of the following is the most appropriate NSAID for this patient?,D,A,False,2391.2,A) Ibuprofen
"Over the course of a year, 5 children with identical congenital heart defects were referred to a pediatric cardiac surgeon for evaluation. All 5 children had stable vital signs and were on appropriate medication. Upon review of medical records, all of them had a loud holosystolic murmur over the third intercostal space at the left sternal border. The surgeon ordered echocardiograms for all 5 children and recommended surgical closure of the defect in one of them. Which of the following patients required surgical repair of their defect?",B,A,False,7765.3,"A) A 4-month-old male infant with a 12-mm muscular defect, without heart failure, pulmonary hypertension or growth failure"
A 2-day-old female infant undergoes a newborn examination by her pediatrician. The physician adducts both of the patient's hips and exerts a posterior force on her knees; this results in an abnormally increased amount of translation of the left lower extremity in comparison to the contralateral side. The physician then abducts both hips and exerts an anterior force on the greater trochanters; this maneuver results in an audible 'clunk' heard and felt over the left hip. Ultrasound reveals decreased concavity of the left acetabulum and confirms the dislocation of the left hip when the above maneuvers are repeated under real-time ultrasound evaluation. Which of the following best characterizes this patient's condition?,B,B,True,2438.2,B) Deformation
"A 32-year-old man and his wife are sent to a fertility specialist after trying to conceive for several years without success. They have had unprotected sex several times a week. He has no history of a serious illness and does not take any medications. There are no concerns about his libido or erections. His female partner is not on contraceptive medication and has a child from a previous marriage. At the clinic, his vitals are normal. Examination of the scrotum on the right side is normal, but on the left side there are many deep and superficial ducts or vessels that feels like a bag of worms on palpation. The lesion is more apparent when the patient bears down. Semen analysis shows a low sperm count with poor motility and an increased percentage of abnormal sperms. Which of the following is the most appropriate next step in management?",C,C,True,3775.7,C) Microsurgical varicocelectomy
"A 26-year-old female who is 12 weeks pregnant presents to her primary care physician because she is concerned about her acne. While she has struggled with acne for most of her adult life, the acne has become more severe in the past few months. She has used benzoyl peroxide, salicylic acid, and topical antibiotics in the past but these treatments have had little effect. The patient would like to try minocycline, which worked for a friend of hers. The physician responds that this drug cannot be given to pregnant women, and offers to start the patient on the drug after she delivers the baby. Minocycline may to toxic to the fetus through which mechanism?",A,A,True,3281.7,A) Inhibition of bone growth
"A 10-year-old boy from Sri Lanka suffers from an autosomal dominant condition, the hallmark of which is hyperimmunoglobulinemia E and eosinophilia. He suffers from recurrent infections and takes antibiotic chemoprophylaxis. A STAT3 mutation analysis has been performed to confirm the diagnosis of Job syndrome.
Eosinophilia
Eczema
Hay fever
Atopic dermatitis
Recurrent skin and lung infections
Bronchial asthma
What combination of symptoms above is characteristic of this condition? ",B,C,False,3118.5,"C) I, II, IV, V"
"A 29-year-old female presents to her gynecologist complaining of a painful rash around her genitals. She has multiple sexual partners and uses condoms intermittently. Her last STD screen one year ago was negative. On examination, she has bilateral erosive vesicles on her labia majora and painful inguinal lymphadenopathy. She is started on an oral medication that requires a specific thymidine kinase for activation. Which of the following adverse effects is associated with this drug?",C,B,False,2978.0,B) Pulmonary fibrosis
"A 56-year-old woman presents to the emergency department with severe pain in her legs. She has had these pains in the past but access to a doctor was not readily available in her remote village back home. She and her family have recently moved to the United States. She is seen walking to her stretcher with a broad-based gait. Ophthalmic examination shows an absent pupillary light reflex, and pupillary constriction with accommodation and convergence. What other sign or symptom is most likely present in this patient?",D,A,False,2782.5,A) Negative Romberg sign
"A 23-year-old man presents to the emergency department with testicular pain. His symptoms started 15 minutes ago and have not improved on the ride to the hospital. The patient’s past medical history is non-contributory, and he is not currently taking any medications. His temperature is 98.5°F (36.9°C), blood pressure is 123/62 mmHg, pulse is 124/min, respirations are 18/min, and oxygen saturation is 98% on room air. Physical exam is notable for a non-tender abdomen. The patient’s right testicle appears higher than his left and is held in a horizontal position. Stroking of the patient’s medial thigh elicits no response. Which of the following is the best treatment for this patient?",A,B,False,3208.8,B) Ceftriaxone
A 56-year-old man is brought to the emergency department 25 minutes after the sudden onset of severe pain in the middle of his chest. He describes the pain as tearing in quality; it radiates to his jaw. He has hypertension. He has smoked one pack of cigarettes daily for the 25 years. Current medications include enalapril. His blood pressure is 154/95 mm Hg in his right arm and 181/105 mm Hg in his left arm. A CT scan of the chest is shown. The structure indicated by the arrow is a derivative of which of the following?,A,A,True,3175.6,A) Truncus arteriosus
"A 42-year-old woman comes to the clinic with a complaint of a severely itchy and painful rash on her hands and legs for a day. On further questioning, she revealed that she loves nature and goes on trekking to the woods frequently. She just returned from a similar trip, 2 days ago. On physical examination, a prominent rash along with multiple blisters is noted on the ventral aspect of her right forearm. A photograph of the rash is shown. Which of the following is the most likely reaction that the patient is experiencing?",A,A,True,3157.1,A) Type IV hypersensitivity reaction
"A 20-year-old female presents to the emergency department with squeezing right upper quadrant pain worse after eating. She has a history of a microcytic, hypochromic anemia with target cells. Physical exam shows severe tenderness to palpation in the right upper quadrant and a positive Murphy's sign. By genetic analysis a single point mutation is detected in the gene of interest. Despite this seemingly minor mutation, the protein encoded by this gene is found to be missing a group of 5 consecutive amino acids though the amino acids on either side of this sequence are preserved. This point mutation is most likely located in which of the following regions of the affected gene?",A,A,True,2442.7,A) Exon
"A 57-year-old man presents to his primary care provider with progressive right foot swelling, redness, and malaise. He reports seeing a blister on his forefoot several months ago after he started using new work boots. He has dressed the affected area daily with bandages; however, healing has not occurred. He has a history of type 2 diabetes mellitus and stage 2 chronic kidney disease. He has smoked 20 to 30 cigarettes daily for the past 25 years. Vital signs are a temperature of 38.1°C (100.58°F), blood pressure of 110/70 mm Hg, and pulse of 102/minute. On physical examination, there is a malodorous right foot ulcer overlying the first metatarsophalangeal joint. Fluctuance and erythema extend 3 cm beyond the ulcer border. Moderate pitting edema is notable over the remaining areas of the foot and ankle. Which of the following is the best initial step for this patient?",B,B,True,3964.8,B) Antibiotics and supportive care
"A 25-year-old woman is brought to the emergency department 12 hours after ingesting 30 tablets of an unknown drug in a suicide attempt. The tablets belonged to her father, who has a chronic heart condition. She has had nausea and vomiting. She also reports blurring and yellowing of her vision. Her temperature is 36.7°C (98°F), pulse is 51/min, and blood pressure is 108/71 mm Hg. Abdominal examination shows diffuse tenderness with no guarding or rebound. Bowel sounds are normal. An ECG shows prolonged PR-intervals and flattened T-waves. Further evaluation is most likely to show which of the following electrolyte abnormalities?",D,D,True,3415.5,D) Increased serum K+
"A 56-year-old African American presents to the emergency department due to abdominal pain, fatigue, and weight loss over the past 3 months. He has a long-standing history of chronic hepatitis B virus infection complicated by cirrhosis. On examination, he has jaundice, leg edema, and a palpable mass in the right upper abdominal quadrant. Abdominal ultrasound shows a 3-cm liver mass with poorly defined margins and coarse, irregular internal echoes. Blood investigations are shown:
Aspartate aminotransferase (AST) 90 U/L
Alanine aminotransferase (ALT) 50 U/L
Total bilirubin 2 mg/dL
Albumin 3 g/dL
Alkaline phosphatase 100 U/L
Alpha fetoprotein 600 micrograms/L
Which of the following targeted agents is approved for advanced-stage hepatoma?",D,D,True,3467.0,D) Sorafenib
"A 52-year-old man presents to his primary care physician to discuss laboratory results that were obtained during his annual checkup. He has no symptoms or concerns and denies changes in eating or urination patterns. Specifically, the physician ordered a panel of metabolic laboratory tests to look for signs of diabetes, hyperlipidemia, or other chronic disorders. A spot glucose check from a random blood sample showed a glucose level of 211 mg/dL. A hemoglobin A1c level was obtained at the same time that showed a level of 6.3%. A fasting blood glucose was obtained that showed a blood glucose level of 125 mg/dL. Finally, a 2-hour glucose level was obtained after an oral glucose tolerance test that showed a glucose level of 201 mg/dL. Which of the following statements is most accurate for this patient?",C,A,False,4239.8,A) This patient does not have type 2 diabetes
"A 24-year-old woman presents to the clinic with chronic abdominal discomfort and cramping. She seeks medical attention now as she is concerned about the diarrhea that she has developed that is occasionally mixed with tiny streaks of blood. Her medical history is significant for lactose intolerance and asthma. She has a family history of wheat allergy and reports that she has tried to make herself vomit on several occasions to lose weight. After counseling the patient about the dangers of bulimia, physical examination reveals the rectum is red, inflamed, tender, and a perirectal abscess is seen draining purulent material. Colonoscopy demonstrates scattered mucosal lesions involving the colon and terminal ileum. A complete blood count is given below:
Hb%:   10 gm/dL
Total count (WBC):   12,500/mm3
Differential count:    
  Neutrophils: 50%
  Lymphocytes: 40%
  Monocytes: 5%
ESR:   22 mm/hr
What is the most likely diagnosis?",D,C,False,3653.1,C) Ulcerative colitis
