question,answer,predicted,correct,latency_ms,response
"A 35-year-old woman is brought to the emergency department by her husband after she lost consciousness 30 minutes ago. The patient’s husband says that she has been in a bad mood lately and getting upset over small things. He also says she has been crying a lot and staying up late at night. Her husband mentions that her mother died earlier this year, and she hasn’t been coping well with this loss. He says that he came home an hour ago and found her lying on the floor next to a bottle of pills. The patient’s husband knows that they were a bottle of her migraine pills but cannot remember the name of the medication. On examination, the patient’s blood pressure is 75/50 mm Hg, the pulse is 50/min, and the respiratory rate is 12/min. Which of the following is the best course of treatment for this patient?
 ",D,A,False,12637.0,"Based on the information provided, it is not clear if the patient has taken an overdose of her migraine medication or if she is experiencing a hypoglycemic episode. However, given the symptoms of hypotension (low blood pressure), bradycardia (slow heart rate), and normal respiratory rate, it is more likely that she has taken an overdose of her medication. Therefore, the best course of action would be to treat this as a potential over"
"A steel welder presents to his family physician with a one-week history of intense abdominal cramping with nausea, vomiting, constipation, headaches, myalgias, and arthralgias. He claims that the symptoms started about two months after he began work on replacing the pipes in an early 20th century house. Blood was taken and he was found to have a microcytic, hypochromic anemia with basophilic stippling. Which of the following is the best treatment for his symptoms?",B,C,False,13501.0,"Based on the given symptoms and laboratory findings, the most likely cause of the microcytic, hypochromic anemia with basophilic stippling is lead poisoning. The best treatment for lead poisoning is chelation therapy with EDTA or succimer. However, since the question mentions the use of Prussian blue in the options, the correct answer is C) Prussian blue, which is an older form of chelation therapy for lead poisoning that has"
"A 32-year-old woman comes to the clinic for a routine evaluation. This is her first time visiting this office. Her medical history is significant for cystic medial necrosis of the aorta. Her vital signs include: heart rate 85/min, respiratory rate 15/min, temperature 36.0°C (96.8°F), and blood pressure 110/80 mm Hg. Physical examination shows she is thin and tall with abnormally long extremities and spider-like fingers. Which of the following disorders does the patient most likely have?",B,B,True,13249.5,"The patient's medical history of cystic medial necrosis of the aorta and physical findings of thin and tall stature with long extremities and spider-like fingers are consistent with Marfan syndrome. However, the given options do not include Marfan syndrome. Therefore, the correct answer is B) Marfan syndrome, but the question provided is asking for the most likely disorder based on the given options, which do not include Marfan syndrome. This question seems to"
"A 54-year-old woman presents with acute pain in her left toe. She says she hasn’t been able to wear closed shoes for 2 weeks. Past medical history is significant for gastroesophageal reflux disease, diagnosed 2 years ago. The patient is afebrile and vital signs are within normal limits. Her BMI is 31 kg/m2. On physical examination, the left toe is warm to touch, swollen, and erythematous. A joint fluid aspiration from the left toe is performed and shows needle-shaped negatively birefringent urate crystals. The patient is started on a xanthine oxidase inhibitor. On her follow-up visit 6 weeks later, she has an elevated homocysteine level, a decreased serum folic acid level, and a normal methylmalonic acid level. Which of the following drugs would most likely cause a similar side effect to that seen in this patient?",B,A,False,13135.1,"The patient's symptoms are consistent with gout, and the presence of needle-shaped negatively birefringent urate crystals in the joint fluid confirms the diagnosis. The patient is taking a xanthine oxidase inhibitor, which is used to treat gout. However, the side effect mentioned in the question (elevated homocysteine level, decreased serum folic acid level, and normal methylmalonic acid level) is"
"A 53-year-old female visits her physician with watery diarrhea and episodic flushing. The patient reports that she is often short of breath, and a pulmonary exam reveals bilateral wheezing. A CT scan shows a mass in the terminal ileum. 24-hour urine collection shows abnormally elevated 5-hydroxyindoleacetic acid (HIAA) levels. Ultrasound demonstrates a tricuspid valve with signs of fibrosis with a normal mitral valve. A metastatic disease to which organ is most commonly associated with the patient's syndrome?",C,A,False,12773.2,"A) The patient's symptoms of watery diarrhea, flushing, and shortness of breath with bilateral wheezing, along with the finding of a mass in the terminal ileum and elevated HIAA levels, are consistent with a diagnosis of carcinoid syndrome. Carcinoid syndrome is most commonly associated with tumors of the gastrointestinal tract, specifically the terminal ileum, and is characterized by the release of serotonin and"
"A 40-year-old man with alcohol use disorder is brought to the emergency department because of sudden-onset blurry vision, severe upper abdominal pain, and vomiting that started one day after he drank a bottle of paint thinner. Physical examination shows epigastric tenderness without rebound or guarding. Ophthalmologic examination shows a visual acuity of 20/200 bilaterally despite corrective lenses. Arterial blood gas analysis on room air shows:
pH 7.21
Sodium 135 mEq/L
Chloride 103 mEq/L
Bicarbonate 13 mEq/L
An antidote with which of the following mechanisms of action is the most appropriate therapy for this patient's condition?""",D,,False,12634.7,"The patient's symptoms and laboratory findings are consistent with methanol poisoning. Methanol is metabolized to formaldehyde and formic acid by alcohol dehydrogenase, and formic acid inhibits mitochondrial enzymes, particularly mitochondrial formate dehydrogenase, which is responsible for converting formic acid to CO2. This leads to metabolic acidosis and visual impairment. The antid"
"A 31-year-old woman visits her primary care physician with the complaint that over the past 6 months she has “felt out of breath and dizzy while walking, even after short distances.” She reports no other medical problems and denies taking any medications, vitamins, supplements, recreational drugs, alcohol or tobacco. Her BMI is 24kg/m2. On physical examination, the patient has a loud second heart sound over the left upper sternal border, increased jugular venous pressure, and a palpable right ventricular impulse. Which of the following is the patient most at risk of developing if her condition is allowed to persist for a prolonged period:",B,A,False,11848.4,"Based on the given symptoms and physical examination findings, the patient is most likely suffering from right heart failure due to left heart disease, such as mitral stenosis or left ventricular dysfunction. Therefore, the patient is at risk of developing worsening right heart failure and eventual progression to pulmonary edema and cor pulmonale if her condition is allowed to persist for a prolonged period. (B) Right ventricular failure."
"A 23-year-old woman presents with a 4-week menstrual delay. She also complains of irritability, increased somnolence, and occasional nausea. She had her first menarche at the age of 13, and her menstrual cycle became regular at the age of 15. She has been sexually active since the age of 20 but has had the same sexual partner since then. They stopped using birth control protection approximately 6 months ago. She does not smoke and consumes alcohol occasionally. Her blood pressure is 120/80 mm Hg, heart rate is 71/min, respiratory rate is 14/min, and temperature is 36.6℃ (98.2℉). Physical examination is significant only for slight breast engorgement and nipple pigmentation. Gynecologic examination reveals cervical softening and cyanosis. Which of the following drugs would be recommended for this patient?",B,A,False,9184.2,A) Progesterone: The patient's symptoms and physical examination findings are consistent with early pregnancy. Progesterone is a hormone essential for maintaining the pregnancy and is typically prescribed in the first trimester to support the developing embryo.
"A 27-year-old woman comes to the physician because of a 2-month history of palpitations, diaphoresis, and a 5-kg (11-lb) weight loss. Her pulse is 101/min and blood pressure is 141/84 mm Hg. Physical examination shows a fine tremor when the fingers are outstretched. After confirmation of the diagnosis, treatment is begun with an antithyroid medication. The physician emphasizes the need for adequate contraception because of the increased risk of severe fetal malformations associated with the use of this medication, which is why its use is discouraged in the first trimester of pregnancy. Which of the following best describes the mechanism of action of this drug?",C,A,False,13097.8,"A: Suppression of thyroid-stimulating hormone release. Antithyroid medications, such as methimazole, work by inhibiting the production and release of thyroid hormones, as well as suppressing the release of thyroid-stimulating hormone (TSH) from the pituitary gland. This helps to restore normal thyroid function and reduce the symptoms of hyperthyroidism. The increased risk of fetal malformations is due to"
"A 37-year-old man is brought to the emergency department by his wife after having a seizure. He has a 1-week history of headaches, blurry vision in his right eye, and muscle pain in his arms and neck. He has no history of a seizure disorder, and his vision was normal until the onset of his symptoms 1 week ago. He has a history of migraine headaches that occur on a monthly basis and are relieved with ibuprofen. He immigrated from Ecuador 6 years ago and often returns to visit his family. He appears confused. His vital signs are within normal limits. Ophthalmologic examination shows subretinal cysts. An MRI of the brain shows multiple small, ring-enhancing lesions in the parenchyma. A lumbar puncture is done; cerebrospinal fluid analysis shows numerous eosinophils and a protein concentration of 53 mg/dL. Which of the following is the most likely direct cause of infection in this patient?",C,C,True,12719.6,"Based on the provided information, the most likely direct cause of infection in this patient is:

C) Ingestion of eggs from human feces

Justification: The patient's symptoms, including subretinal cysts, multiple small, ring-enhancing lesions on MRI, and eosinophilia and high protein concentration in cerebrospinal fluid, are consistent with neurocysticercosis, which is caused by the ingestion of eggs"
"A 26-year-old male professional soccer player is brought to the emergency department due to an episode of syncope during a game. He has felt increasing shortness of breath during the past 3 months. During the past week, he has been feeling chest pain upon exertion. He also tells the doctor that his brother had a sudden death a couple of years ago. His heart rate is 98/min, respiratory rate is 18/min, temperature is 36.5°C (97.7°F), and blood pressure is 110/72 mm Hg. On physical examination, there is a harsh crescendo-decrescendo systolic murmur immediately after S1; it is best heard on the apex, and it radiates to the axilla. There is also an early diastolic murmur heard in early diastole, which is best heard with the bell of the stethoscope. When the Valsalva maneuver is performed, the murmur becomes louder. An ECG and an echocardiogram are performed, which confirm the diagnosis. What is the most likely cause of this patient’s condition?",C,A,False,11590.4,"A) Aortic stenosis: The harsh systolic murmur immediately after S1, best heard at the apex, and radiating to the axilla, along with the early diastolic murmur, and the increased intensity of the murmur during the Valsalva maneuver, are consistent with aortic stenosis."
"A 49-year-old man presents to the emergency department with acute onset of pain and redness of the skin of his lower leg for the past 3 days. He has had type 2 diabetes mellitus for the past 12 years, but he is not compliant with his medications. He has smoked 10–15 cigarettes per day for the past 20 years. His temperature is 38°C (100.4°F), pulse is 95/min, and blood pressure is 110/70 mm Hg. On physical examination, the pretibial area is erythematous, edematous, and tender. He is diagnosed with acute cellulitis, and intravenous ceftazidime sodium is started. On the 5th day of antibiotic therapy, the patient complains of severe watery diarrhea, fever, and abdominal tenderness without rigidity. Complete blood count is ordered for the patient and shows 14,000 white blood cells/mm3. Which of the following is the best initial therapy for this patient?",B,A,False,13908.6,"Based on the symptoms described, the patient may have Clostridioides difficile infection (CDI) due to antibiotic use. Intravenous metronidazole or vancomycin can be used for CDI, but given the severity of the patient's symptoms and the potential for toxic megacolon, intravenous vancomycin is the best initial therapy to cover for CDI and potential resistant organisms. (A)"
"A 4-year-old boy presents to the emergency department with diarrhea. Several days ago, he experienced a fever which has progressed to vomiting and diarrhea. He has had multiple episodes of non-bloody diarrhea and states that he feels fatigued. He is not up to date on his vaccinations and takes many different herbal supplements from his parents. His temperature is 101°F (38.3°C), blood pressure is 100/55 mmHg, pulse is 111/min, respirations are 19/min, and oxygen saturation is 100% on room air. Physical exam is notable for dry mucous membranes and a fatigued appearing child. Which of the following is the most likely etiology of this patient’s symptoms?",C,A,False,13555.9,"A) Campylobacter jejuni: This bacterium is a common cause of diarrhea, especially in children. The symptoms described, including fever, vomiting, and diarrhea, are consistent with a Campylobacter infection. The child's fatigue and dehydration are also common findings in this condition. The fact that he is not up to date on vaccinations and takes herbal supplements does not point towards any specific etiology in this"
"A 45-year-old woman presents to the emergency department after sustaining a gunshot wound to her shoulder. During the course of the physical exam, the physician notes her spleen is palpable 10 cm below the left costal margin. Additionally, radiography of her shoulder showed several 'punched-out' areas of lytic bone. While this was considered an incidental finding at the time, she was referred to her primary care physician for further workup. Subsequent biopsy of the spleen demonstrated that this patient’s splenomegaly was caused by an infiltrative process. Which of the following processes would most likely result in splenomegaly in this patient?",A,A,True,7922.3,"A) Multiple myeloma: Multiple myeloma is a malignant disorder of the bone marrow, characterized by the production of large amounts of abnormal plasma cells, leading to bone destruction and splenomegaly."
"A 24-year-old woman presents with generalized edema, hematuria, and severe right-sided flank pain. Her vital signs are normal. A 24-hour urine collection shows >10 grams of protein in her urine. Serum LDH is markedly elevated. Contrast-enhanced spiral CT scan shows thrombosis of the right renal vein. Which of the following is the most likely mechanism behind this thrombosis?",A,A,True,12217.3,"A) Urinary loss of antithrombin III: The patient's symptoms, including hematuria, edema, and thrombosis of the right renal vein, are consistent with a consumptive coagulopathy, such as antithrombin III deficiency. Antithrombin III is a major inhibitor of thrombin and other coagulation factors. In this case, the loss of antithrombin III in the urine"
A 49-year-old man being treated for Helicobacter pylori infection presents to his primary care physician complaining of lower back pain. His physician determines that a non-steroidal anti-inflammatory drug (NSAID) would be the most appropriate initial treatment. Which of the following is the most appropriate NSAID for this patient?,D,A,False,6721.9,A) Ibuprofen: Ibuprofen is a common NSAID used to treat Helicobacter pylori infection and also effective for managing the patient's symptoms of lower back pain.
"Over the course of a year, 5 children with identical congenital heart defects were referred to a pediatric cardiac surgeon for evaluation. All 5 children had stable vital signs and were on appropriate medication. Upon review of medical records, all of them had a loud holosystolic murmur over the third intercostal space at the left sternal border. The surgeon ordered echocardiograms for all 5 children and recommended surgical closure of the defect in one of them. Which of the following patients required surgical repair of their defect?",B,A,False,8318.9,A) The 4-month-old male infant with a larger (12-mm) muscular defect is more likely to require surgical repair due to the increased size of the defect and potential for greater hemodynamic impact.
