question,answer,predicted,correct,latency_ms,response
"A 47-year-old man comes to the physician because of abdominal pain and foul-smelling, watery diarrhea for several days. He has not had nausea, vomiting, or blood in the stool. He has a history of alcohol use disorder and recently completed a 7-day course of clindamycin for pneumonia. He has not traveled out of the United States. Which of the following toxins is most likely to be involved in the pathogenesis of this patient's symptoms?",D,A,False,20939.1,"The patient presents with abdominal pain and watery diarrhea without nausea, vomiting, or blood in the stool. This clinical presentation is suggestive of antibiotic-associated diarrhea. The patient has a history of alcohol use disorder and recently completed a 7-day course of clindamycin for pneumonia.

Clindamycin is a commonly used antibiotic that can disrupt the normal gut microbiome, leading to an overgrowth of Clostridioides difficile (C. difficile). C. difficile produces two toxins, A and B, with cytotoxin being the more virulent one.

Therefore, based on the patient's history and symptoms, the most likely toxin involved in the pathogenesis of this patient's symptoms is:

Answer: D) Clostridioides difficile cytotoxin."
"An 8-year-old girl is brought to the physician by her parents for a 10-month history of disturbing dreams and daytime sleepiness. She has difficulty falling asleep and says she sometimes sees ghosts just before falling asleep at night. She has had a 7-kg (15-lb) weight gain during this period despite no changes in appetite. She is alert and oriented, and neurologic examination is unremarkable. During physical examination, she spontaneously collapses after the physician drops a heavy book, producing a loud noise. She remains conscious after the collapse. Polysomnography with electroencephalogram is most likely to show which of the following?",C,A,False,30181.6,"Based on the symptoms described, the patient's condition is most likely to be attributed to Narcolepsy with Cataplexy. This condition is characterized by excessive daytime sleepiness, disturbed nocturnal sleep, and cataplexy (a sudden and brief loss of muscle tone in response to strong emotions or physical stimuli).

Polysomnography with an electroencephalogram (EEG) is a diagnostic test used to evaluate sleep disorders. In the context of Narcolepsy with Cataplexy, the EEG during sleep would typically show:

1. Normal sleep architecture, with no significant changes in delta wave sleep duration.
2. However, during wakefulness, the EEG may show:
   a) Hypnagogic hallucinations (visual, auditory, or tactile perceptions that occur as the individual is falling asleep) - this could explain the girl's disturbing dreams.
   b) Sleep-onset REM periods (a period of REM sleep that occurs during wakefulness) - this could explain her daytime sleepiness.

Given the symptoms described, it is unlikely for the EEG to show:

A) Periodic sharp waves - these are typically seen in absence seizures.
B) Slow spike-wave pattern - this is a characteristic finding in epilepsy, and there is no mention of seizures in"
"A 15-year-old boy is brought to the physician by his mother because of 4 months of strange behavior. She says that during this period, he has had episodic mood swings. She has sometimes found him in his room “seemingly drunk” and with slurred speech. These episodes usually last for approximately 15 minutes, after which he becomes irritable. He has had decreased appetite, and his eyes occasionally appear red. He has trouble keeping up with his schoolwork, and his grades have worsened. Physical examination shows an eczematous rash between the upper lip and nostrils. Neurologic examination shows a delay in performing alternating palm movements. Use of which of the following is the most likely cause of this patient's condition?",A,A,True,20510.1,"Based on the information provided, the patient's symptoms are most consistent with Tourette's Syndrome. The episodic mood swings, slurred speech, irritability, decreased appetite, red eyes, and trouble with schoolwork are all common symptoms of Tourette's Syndrome. The eczematous rash between the upper lip and nostrils is a common physical finding in Tourette's Syndrome known as Gilles de la Tourette's dermatitis. The neurologic finding of a delay in performing alternating palm movements could be a sign of a neurological condition, but it is not specific to any one cause.

None of the options listed (inhalants, alcohol, phencyclidine, or marijuana) are the most likely cause of the patient's condition based on the information provided.

Answer: None of the above."
"In a recently conducted case-control study that aimed to elucidate the causes of myelomeningocele (a neural tube defect in which there is an incomplete formation of the spinal bones), 200 mothers of infants born with the disease and 200 mothers of infants born without the disease were included in the study. Among the mothers of infants with myelomeningocele, 50% reported having experienced pharyngitis (sore throat) during pregnancy, compared with 5% of the mothers whose infants did not develop the condition. The researchers concluded that there is an association between pharyngitis during pregnancy and myelomeningocele; this conclusion was backed up by statistical analysis of the obtained results. Which type of bias may hamper the validity of the researchers’ conclusions?",B,A,False,30642.0,"Step 1: Understand the given information.
- A case-control study was conducted to investigate the causes of myelomeningocele.
- 200 mothers of infants with myelomeningocele and 200 mothers of infants without the condition were included.
- 50% of mothers of infants with myelomeningocele reported having had pharyngitis during pregnancy, compared to 5% of mothers of infants without the condition.

Step 2: Identify potential biases.
- Surveillance bias: This occurs when the ascertainment of cases or controls is not systematic or complete. In this study, both cases and controls were recruited from hospitals and clinics, so surveillance bias is unlikely. (A)
- Recall bias: This occurs when there is a differential error in the recall of exposure or outcome information between cases and controls. In this study, both groups were asked about their pregnancy experiences, so recall bias is a possibility. (B)
- Assessment bias: This occurs when there is a differential measurement or classification of the exposure or outcome between cases and controls. In this study, both groups were assessed in the same way, so assessment bias is unlikely. (C)
- Neyman bias: This is not a recognized type of bias in epidemiology. (D)

Step 3: Determine the"
"A 28-year-old man presents with a 3-day history of cough and fever. He says that he recently became a factory worker in a huge plant that is involved in the polyvinyl chloride (PVC) polymerization process. Because he has heard about occupational diseases specifically related to this particular industry, he asks the physician whether his new job is associated with any serious conditions. His physician mentions that polyvinyl chloride is a known chemical carcinogen and that workers who have been exposed to it are known to be at increased risk of developing a particular type of cancer. Which of the following cancers is the physician most likely talking about?",C,A,False,30221.8,"The given patient presents with symptoms of cough and fever, which are non-specific and could be indicative of various conditions. However, the key information is the patient's recent employment in a factory involved in the PVC polymerization process. The physician mentions that PVC is a known chemical carcinogen and that workers are at increased risk of developing a particular type of cancer.

The given options are:
A) Adenocarcinoma of the small intestine
B) Bronchogenic carcinoma
C) Hepatic angiosarcoma
D) Urothelial carcinoma

The physician mentions that PVC is a known chemical carcinogen, but does not specify which type of cancer is most commonly associated with this exposure. However, based on the available information, certain types of cancers are more commonly associated with PVC exposure than others.

PVC has been linked to an increased risk of:

1. Liver cancer (Hepatic angiosarcoma)
2. Lung cancer (Bronchogenic carcinoma)
3. Urinary tract cancer (Urothelial carcinoma)

Among these, liver cancer (Hepatic angiosarcoma) is less commonly associated with PVC exposure compared to the other two types of cancer.

Therefore, based on the available information, the physician"
"A 45-year-old woman presents with severe, acute-onset colicky abdominal pain and nausea. She also describes bone pain, constipation, headache, decreased vision, and menstrual irregularity. Past medical history is significant for surgical removal of an insulinoma one year ago. Two months ago, she was prescribed fluoxetine for depression but hasn’t found it very helpful. Family history is significant for a rare genetic syndrome. Non-contrast CT, CBC, CMP, and urinalysis are ordered in the diagnostic work-up. Urine sediment is significant for the findings shown in the picture. Which of the following will also be a likely significant finding in the diagnostic workup?",C,A,False,17643.5,"Based on the given symptoms and findings, the patient's presentation is suggestive of a possible metabolic bone disease, such as hyperparathyroidism or a rare genetic disorder like Milk-Alkali Syndrome.

The urine sediment findings shown in the picture are consistent with renal tubular acidosis (RTA), which is a common complication of these conditions. RTA is characterized by the loss of bicarbonate in the urine, leading to a non-anion gap metabolic acidosis.

Therefore, the likely significant finding in the diagnostic workup would be:

D) Hypokalemia and non-anion gap acidosis.

Answer: D."
"A 66-year-old woman is brought to the emergency department 4 hours after falling and hitting her head while skiing. Initially, she refused treatment, but an hour ago she began to develop a severe headache, nausea, and right leg weakness. She has osteopenia. Her only medication is a daily multivitamin. She has no visual changes and is oriented to person, time, and place. Her temperature is 37.2°C (99°F), pulse is 72/min, respirations are 18/min and regular, and blood pressure is 128/75 mm Hg. Examination shows a 5-cm bruise on the left side of her skull. The pupils are equal, round, and reactive to light and accommodation. Muscle strength is 0/5 in her right knee and foot. Which of the following is the most likely cause of this patient's symptoms?",C,C,True,30612.7,"Based on the given information, the most likely cause of the patient's symptoms is C) Subfalcine herniation.

Reasoning:

1. The patient is a 66-year-old woman who fell and hit her head while skiing.
2. She initially refused treatment but later developed severe headache, nausea, and right leg weakness.
3. She has osteopenia and is taking only a daily multivitamin.
4. Examination reveals a 5-cm bruise on the left side of her skull, equal and reactive pupils, and muscle strength of 0/5 in her right knee and foot.
5. The absence of visual changes and orientation to person, time, and place suggest that the patient's level of consciousness is not significantly impaired.
6. The symptoms of severe headache, nausea, and right leg weakness, along with the focal neurological deficit in the right leg, are suggestive of a focal intracranial lesion.
7. Subfalcine herniation is a type of intracranial herniation that can cause symptoms such as headache, nausea, and focal neurological deficits. It occurs when the cerebellar tonsils herniate through the foramen magnum, compressing the brainstem and causing symptoms. However"
"A previously healthy 5-year-old boy is brought to the emergency department because of fever, irritability, malaise, and left knee pain for 4 days. Four days ago, he fell off his bike and scraped his elbow. His temperature is 39.1°C (102.4°F). The patient walks with a limp. Examination shows swelling and point tenderness over the medial aspect of the left knee. An MRI of the left knee shows edema of the bone marrow and destruction of the medial metaphysis of the tibia. Which of the following is the most likely causal organism?",B,A,False,24002.1,"Based on the given symptoms and imaging findings, the most likely causative organism is:

1. The patient presents with fever, irritability, malaise, and left knee pain for 4 days. This suggests a systemic infection.
2. The patient had a fall and scraped his elbow 4 days ago, which could have introduced a potential pathogen into the body.
3. The MRI shows edema of the bone marrow and destruction of the medial metaphysis of the tibia, which is indicative of osteomyelitis.
4. The most common causes of hematogenous osteomyelitis in children are Staphylococcus aureus and Streptococcus pyogenes (Streptococcus beta-hemolyticus). However, the options provided do not include Streptococcus pyogenes.
5. Among the given options, Staphylococcus aureus is the most likely causative organism for this case of osteomyelitis.

Answer: B."
"A 72-year-old man with chronic lymphocytic leukemia (CLL) comes to the physician with a 2-day history of severe fatigue and dyspnea. He regularly visits his primary care physician and has not required any treatment for his underlying disease. His temperature is 36.7°C (98.1°F), pulse is 105/min, respiratory rate is 22/min, and blood pressure is 125/70 mm Hg. The conjunctivae are pale. Examination of the heart and lungs shows no abnormalities. The spleen is palpable 3 cm below the costal margin. No lymphadenopathy is palpated. Laboratory studies show:
Hemoglobin 7 g/dL
Mean corpuscular volume 105 μm3
Leukocyte count 80,000/mm3
Platelet count 350,000/mm3
Serum  
Bilirubin Total // Direct 6 mg/dL / 0.8 mg/dL
Lactate dehydrogenase 650 U/L (Normal: 45–90 U/L)
Based on these findings, this patient’s recent condition is most likely attributable to which of the following?",A,A,True,31710.4,"Based on the given symptoms and laboratory findings, the patient's recent condition is most likely attributable to:

1. Anemia: The patient's hemoglobin level is low (7 g/dL), which indicates anemia.
2. Splenomegaly: The patient's spleen is palpable 3 cm below the costal margin, indicating splenomegaly.
3. Leukemia: The patient has chronic lymphocytic leukemia, which is a type of cancer that affects the production of white blood cells in the bone marrow.

Now, let's consider each option:

A) Autoimmune hemolytic anemia: This condition is characterized by the destruction of red blood cells due to an immune response. The laboratory findings do not support this diagnosis as there is no evidence of hemolysis (elevated reticulocytosis, bilirubin, or LDH levels).

B) Bone marrow involvement: The patient's leukocyte count is elevated (80,000/mm3), which could be a sign of bone marrow involvement. However, the patient's symptoms (severe fatigue and dyspnea) are more consistent with anemia, which is not directly related to bone marrow involvement.

C)"
"A 22-year-old man volunteers for a research study on lung function. He has no history of lung disease or allergies and does not smoke. His pulmonary blood flow is measured in the various labeled segments of the lungs while standing. Then the volunteer, still standing, is given very low continuous positive airway pressure and the blood flow measured again. Which of the following sets of findings are most likely to be present in the second measurements relative to the first?",A,A,True,25731.5,"The given information indicates that the volunteer is a non-smoker with no history of lung disease or allergies. The first set of measurements were taken while the volunteer was standing at normal atmospheric pressure. The second set of measurements were taken while the volunteer was given very low continuous positive airway pressure (CPAP).

When a person is standing, gravity pulls blood towards the lower parts of the body, causing a pressure gradient that results in increased blood flow to the lower parts of the lungs (zone 3) and decreased blood flow to the upper parts of the lungs (zone 1). This is known as the ""gravitational effect"" or ""ventilation-perfusion mismatch.""

However, when positive pressure is applied through CPAP, it counteracts the effects of gravity. This results in an increase in blood flow to the upper parts of the lungs (zone 1) and a decrease in blood flow to the lower parts of the lungs (zone 3).

Therefore, the most likely findings in the second measurements relative to the first are:

B) Increased blood flow in zone 1
C) Reduced blood flow in zone 3

Answer: BC"
"A 34-year-old man presents to the behavioral health clinic for an evaluation after seeing animal-shaped clouds in the form of dogs, cats, and monkeys. The patient says that these symptoms have been present for more than 2 weeks. Past medical history is significant for simple partial seizures for which he takes valproate, but he has not had his medication adjusted in several years. His vital signs include: blood pressure of 124/76 mm Hg, heart rate of 98/min, respiratory rate of 12/min, and temperature of 37.1°C (98.8°F). On physical examination, the patient is alert and oriented to person, time, and place. Affect is not constricted or flat. Speech is of rapid rate and high volume. Pupils are equal and reactive bilaterally. The results of a urine drug screen are as follows:
Alcohol positive
Amphetamine negative
Benzodiazepine negative
Cocaine positive
GHB negative
Ketamine negative
LSD negative
Marijuana negative
Opioids negative
PCP negative
Which of the following is the most likely diagnosis in this patient?",B,C,False,29869.2,"Based on the information provided, the patient's symptoms of seeing animal-shaped clouds for more than 2 weeks, along with the positive urine test for cocaine, suggest that the most likely diagnosis is:

C) Visual hallucination due to cocaine use.

Explanation:
The patient's symptoms of seeing animal-shaped clouds are consistent with visual hallucinations. The positive urine test for cocaine is strong evidence that the patient is currently using the drug. Cocaine use is a known cause of visual hallucinations. Therefore, the most likely diagnosis is visual hallucination due to cocaine use.

Illusions are false perceptions of reality where the object or event exists, but the perception is distorted. In this case, the patient is not reporting a distorted perception of an actual object or event, but rather seeing things that do not exist in reality (animal-shaped clouds).

Alcohol withdrawal can cause visual disturbances, but the patient's normal vital signs and alert mental status argue against this diagnosis.

There is no information in the case to suggest that the patient is suffering from a seizure at the time of the evaluation, so the diagnosis of simple partial seizure is not the most likely explanation for the patient's symptoms.

Therefore, the answer is:

Answer: C."
"A 72-year-old woman is brought to the emergency department by her daughter because of left-sided weakness for 1 hour. She does not have headache or blurring of vision. She has hypertension, hypercholesterolemia, type 2 diabetes, and coronary artery disease. She has smoked one half-pack of cigarettes daily for 45 years. Her medications include atorvastatin, amlodipine, metformin, and aspirin. Her temperature is 37°C (98.6°F), pulse is 92/min, and blood pressure is 168/90 mm Hg. Examination shows a left facial droop. Muscle strength is decreased on the left side. Deep tendon reflexes are 3+ on the left. Sensation to pinprick, light touch, and vibration as well as two-point discrimination are normal. Which of the following is the most likely cause of these findings?",B,A,False,29851.2,"Based on the given information, the most likely cause of the left-sided weakness in this patient is:

A) Atherosclerosis of the internal carotid artery

Reasoning:
1. The patient is a 72-year-old woman with a history of hypertension, hypercholesterolemia, type 2 diabetes, and coronary artery disease. These conditions increase the risk for atherosclerosis.
2. The patient's symptoms include left-sided weakness without headache or blurring of vision. This suggests a stroke or transient ischemic attack (TIA), which can be caused by atherosclerosis.
3. The physical examination reveals a left facial droop and decreased muscle strength on the left side, as well as normal deep tendon reflexes and sensation. This is consistent with a hemiplegic stroke or TIA.
4. The most common cause of hemiplegic stroke or TIA in older adults is atherosclerosis of the large or medium-sized arteries, such as the internal carotid artery.

Therefore, the most likely cause of the patient's symptoms is atherosclerosis of the internal carotid artery.

Answer: A"
"A 35-year-old woman is brought to the emergency department by her husband after she lost consciousness 30 minutes ago. The patient’s husband says that she has been in a bad mood lately and getting upset over small things. He also says she has been crying a lot and staying up late at night. Her husband mentions that her mother died earlier this year, and she hasn’t been coping well with this loss. He says that he came home an hour ago and found her lying on the floor next to a bottle of pills. The patient’s husband knows that they were a bottle of her migraine pills but cannot remember the name of the medication. On examination, the patient’s blood pressure is 75/50 mm Hg, the pulse is 50/min, and the respiratory rate is 12/min. Which of the following is the best course of treatment for this patient?
 ",D,A,False,30289.8,"Based on the information provided, the patient's symptoms are consistent with a possible overdose of medication. The symptoms of hypotension (low blood pressure), bradycardia (slow heart rate), and decreased respiratory rate are all signs of central nervous system depression, which can be caused by an overdose of certain medications.

The patient's husband mentions that the pills were her migraine medication, but the name of the medication is not known. However, based on the symptoms, it is likely that the patient has taken an overdose of a central nervous system depressant, such as a benzodiazepine or opioid.

Given the patient's symptoms, the best course of treatment would be:

D) Glucagon

Explanation:
The patient's symptoms are consistent with a central nervous system depressant overdose. Glucagon is a hormone that stimulates the release of glucose from the liver and increases the metabolism of glucose in the body. It is used to treat hypoglycemia (low blood sugar), but it also has the effect of counteracting the effects of a central nervous system depressant overdose by increasing the metabolism of the depressant and stimulating the central nervous system.

Therefore, the answer is: D) Glucagon."
